"","months_as_customer","age","policy_number","policy_bind_date","insured_zip","insured_sex","insured_education_level","insured_occupation","insured_relationship","incident_date","incident_type","collision_type","incident_severity","incident_state","incident_city","incident_hour_of_the_day","number_of_vehicles_involved","total_claim_amount","auto_make","auto_model","auto_year","fraud_reported"
"879",144,37,985446,2012-10-11,460895,"FEMALE","PhD","handlers-cleaners","not-in-family",2015-01-24,"Multi-vehicle Collision","Rear Collision","Major Damage","SC","Columbus",17,"3",324,"Chevrolet","Silverado",2015,1
"880",338,47,884180,1995-08-19,601600,"MALE","MD","priv-house-serv","other-relative",2015-02-18,"Single Vehicle Collision","Front Collision","Total Loss","NC","Arlington",4,"1",380,"Mercedes","E400",2002,0
"881",121,34,571462,1991-02-11,465440,"MALE","MD","priv-house-serv","wife",2015-01-21,"Single Vehicle Collision","Front Collision","Major Damage","VA","Northbrook",11,"1",506,"Dodge","RAM",2000,1
"882",398,55,815883,1991-07-02,455482,"MALE","MD","farming-fishing","wife",2015-01-08,"Single Vehicle Collision","Rear Collision","Major Damage","VA","Hillsdale",18,"1",155,"BMW","X5",1998,1
"883",9,30,258265,1994-04-10,438877,"FEMALE","High School","machine-op-inspct","not-in-family",2015-02-02,"Single Vehicle Collision","Rear Collision","Total Loss","NY","Northbrook",12,"1",698,"BMW","3 Series",2011,0
"884",115,31,569714,2005-12-04,479824,"FEMALE","Associate","exec-managerial","not-in-family",2015-03-01,"Multi-vehicle Collision","Side Collision","Major Damage","WV","Riverwood",18,"3",141,"Audi","A5",2005,1
"885",280,48,180008,2014-07-16,477415,"MALE","JD","transport-moving","not-in-family",2015-02-04,"Single Vehicle Collision","Front Collision","Minor Damage","WV","Hillsdale",16,"1",421,"BMW","M5",1998,0
"886",254,45,633375,2003-09-17,614372,"MALE","JD","other-service","husband",2015-02-27,"Multi-vehicle Collision","Rear Collision","Total Loss","NC","Columbus",19,"3",655,"BMW","3 Series",2004,0
"887",141,30,556538,2000-07-15,465248,"FEMALE","High School","craft-repair","other-relative",2015-02-09,"Single Vehicle Collision","Front Collision","Total Loss","SC","Riverwood",13,"1",431,"Audi","A3",2002,0
"888",441,55,669501,2009-07-29,449421,"MALE","College","armed-forces","husband",2015-02-19,"Parked Car","No collision","Minor Damage","VA","Arlington",4,"1",79,"Honda","Civic",2002,0
"889",381,55,963761,1991-04-13,445856,"FEMALE","MD","other-service","wife",2015-01-12,"Single Vehicle Collision","Rear Collision","Major Damage","SC","Northbrook",8,"1",412,"Accura","TL",2011,0
"890",191,38,753005,2005-11-20,608525,"FEMALE","Masters","craft-repair","not-in-family",2015-02-07,"Multi-vehicle Collision","Side Collision","Major Damage","VA","Hillsdale",19,"3",350,"Volkswagen","Jetta",2007,0
"891",145,34,454758,1990-05-20,608813,"FEMALE","JD","priv-house-serv","other-relative",2015-01-13,"Single Vehicle Collision","Side Collision","Total Loss","NC","Northbend",18,"1",291,"Suburu","Legacy",2012,0
"892",479,60,698589,2002-11-28,459295,"FEMALE","MD","exec-managerial","other-relative",2015-01-18,"Multi-vehicle Collision","Rear Collision","Total Loss","SC","Arlington",9,"2",315,"Saab","95",2006,0
"893",215,35,330119,2004-06-15,606144,"MALE","Masters","adm-clerical","husband",2015-01-15,"Vehicle Theft","No collision","Trivial Damage","WV","Columbus",6,"1",7,"Jeep","Wrangler",2001,0
"894",41,33,164464,2010-09-26,476315,"MALE","High School","transport-moving","husband",2015-02-23,"Vehicle Theft","No collision","Minor Damage","NC","Arlington",8,"1",112,"Dodge","Neon",2011,0
"895",45,31,927354,1990-09-15,475891,"MALE","MD","priv-house-serv","not-in-family",2015-02-17,"Parked Car","No collision","Minor Damage","NY","Springfield",6,"1",70,"Suburu","Impreza",2000,0
"896",156,38,231508,2009-09-16,462525,"MALE","High School","armed-forces","own-child",2015-02-17,"Multi-vehicle Collision","Front Collision","Major Damage","WV","Northbend",23,"3",335,"Saab","92x",1998,1
"897",246,45,272910,1999-08-12,606283,"MALE","Associate","exec-managerial","own-child",2015-01-18,"Parked Car","No collision","Trivial Damage","SC","Riverwood",13,"1",94,"Saab","92x",2008,0
"898",178,39,305758,2009-03-08,465252,"FEMALE","JD","exec-managerial","own-child",2015-01-17,"Multi-vehicle Collision","Front Collision","Minor Damage","NY","Springfield",3,"3",474,"Jeep","Wrangler",2010,0
"899",237,43,950542,2009-04-27,449979,"FEMALE","PhD","sales","husband",2015-02-25,"Single Vehicle Collision","Rear Collision","Major Damage","WV","Northbrook",23,"1",389,"Chevrolet","Malibu",1998,0
"900",127,34,291544,2006-08-02,604681,"FEMALE","Associate","craft-repair","own-child",2015-01-06,"Vehicle Theft","No collision","Minor Damage","NC","Arlington",8,"1",38,"Saab","92x",1998,0
"901",1,33,388616,1995-12-06,466390,"MALE","Associate","sales","husband",2015-02-26,"Single Vehicle Collision","Side Collision","Total Loss","NY","Columbus",23,"1",534,"Mercedes","C300",2000,0
"902",5,21,577992,2002-11-13,612316,"FEMALE","High School","exec-managerial","own-child",2015-02-11,"Single Vehicle Collision","Side Collision","Total Loss","NY","Northbrook",23,"1",174,"Nissan","Pathfinder",1998,0
"903",64,28,342830,1991-11-09,474731,"MALE","JD","handlers-cleaners","other-relative",2015-02-13,"Multi-vehicle Collision","Side Collision","Minor Damage","SC","Riverwood",9,"3",401,"Honda","Accord",1997,0
"904",142,30,491170,1998-01-14,603260,"MALE","PhD","armed-forces","wife",2015-01-10,"Single Vehicle Collision","Side Collision","Minor Damage","WV","Riverwood",22,"1",507,"Volkswagen","Jetta",1996,0
"905",97,27,175553,2002-04-25,434370,"FEMALE","High School","tech-support","husband",2015-01-24,"Multi-vehicle Collision","Side Collision","Total Loss","VA","Riverwood",22,"3",605,"Saab","95",2014,0
"906",121,31,439341,1991-07-20,478388,"MALE","Associate","adm-clerical","other-relative",2015-02-15,"Multi-vehicle Collision","Side Collision","Major Damage","VA","Northbend",15,"3",468,"Chevrolet","Silverado",2002,1
"907",225,43,221186,2004-08-13,617883,"MALE","JD","priv-house-serv","own-child",2015-01-09,"Multi-vehicle Collision","Rear Collision","Major Damage","SC","Columbus",16,"3",471,"BMW","X5",2011,0
"908",425,53,868031,1990-06-24,464808,"FEMALE","High School","priv-house-serv","husband",2015-01-31,"Multi-vehicle Collision","Front Collision","Minor Damage","WV","Northbend",17,"3",744,"Saab","92x",2005,0
"909",285,44,844117,1991-08-21,609458,"MALE","MD","priv-house-serv","not-in-family",2015-02-04,"Vehicle Theft","No collision","Minor Damage","WV","Northbrook",3,"1",56,"Honda","Civic",2010,0
"910",192,38,744557,2011-02-25,432405,"FEMALE","Masters","transport-moving","not-in-family",2015-01-30,"Multi-vehicle Collision","Rear Collision","Total Loss","SC","Northbend",10,"3",129,"Jeep","Wrangler",2010,0
"911",285,48,159536,2013-02-04,457875,"FEMALE","College","sales","wife",2015-02-27,"Single Vehicle Collision","Side Collision","Minor Damage","PA","Springfield",9,"1",138,"Nissan","Pathfinder",2012,0
"912",98,26,727109,2001-02-20,477268,"MALE","JD","exec-managerial","other-relative",2015-02-05,"Multi-vehicle Collision","Front Collision","Total Loss","WV","Northbend",13,"2",484,"Jeep","Wrangler",2001,0
"913",175,36,155604,1992-03-03,437580,"MALE","Masters","exec-managerial","not-in-family",2015-01-30,"Multi-vehicle Collision","Rear Collision","Major Damage","NC","Northbend",15,"3",190,"Accura","RSX",2006,1
"914",259,45,608443,2006-12-21,457121,"MALE","MD","craft-repair","not-in-family",2015-01-03,"Single Vehicle Collision","Side Collision","Minor Damage","WV","Springfield",23,"1",708,"Honda","CRV",2011,0
"915",140,36,117862,2000-07-14,436364,"FEMALE","JD","transport-moving","own-child",2015-03-01,"Multi-vehicle Collision","Front Collision","Major Damage","NY","Riverwood",2,"4",574,"Honda","Accord",1998,0
"916",231,37,991553,1991-12-12,467654,"FEMALE","High School","sales","wife",2015-02-13,"Single Vehicle Collision","Rear Collision","Major Damage","SC","Hillsdale",14,"1",559,"Mercedes","C300",1997,1
"917",186,38,727443,2013-07-01,471148,"MALE","High School","adm-clerical","husband",2015-02-25,"Vehicle Theft","No collision","Trivial Damage","NY","Hillsdale",7,"1",18,"Honda","Civic",1999,0
"918",229,41,378587,1998-12-16,468202,"MALE","PhD","tech-support","not-in-family",2015-01-23,"Single Vehicle Collision","Side Collision","Major Damage","NY","Columbus",23,"1",440,"Mercedes","C300",2009,0
"919",180,36,420948,2015-01-03,456959,"MALE","College","prof-specialty","wife",2015-02-19,"Multi-vehicle Collision","Front Collision","Minor Damage","NY","Northbrook",7,"3",536,"Toyota","Corolla",1998,0
"920",188,33,457188,1994-04-01,447274,"MALE","High School","protective-serv","own-child",2015-02-08,"Multi-vehicle Collision","Rear Collision","Minor Damage","NY","Hillsdale",8,"3",608,"Dodge","RAM",1995,1
"921",214,40,118236,2000-08-15,608405,"MALE","JD","transport-moving","not-in-family",2015-02-04,"Single Vehicle Collision","Rear Collision","Total Loss","WV","Northbrook",17,"1",203,"Accura","MDX",2000,0
"922",178,38,987524,2014-11-13,472253,"FEMALE","College","other-service","wife",2015-02-22,"Multi-vehicle Collision","Rear Collision","Minor Damage","NY","Northbrook",10,"3",361,"BMW","M5",2011,0
"923",55,35,490596,2011-02-04,438923,"MALE","MD","priv-house-serv","wife",2015-01-14,"Vehicle Theft","No collision","Minor Damage","WV","Columbus",9,"1",12,"Nissan","Ultima",1998,0
"924",90,31,524215,1990-06-24,607131,"FEMALE","PhD","other-service","not-in-family",2015-01-06,"Single Vehicle Collision","Rear Collision","Total Loss","SC","Hillsdale",2,"1",606,"Accura","RSX",2007,0
"925",135,30,913464,2009-01-21,601701,"FEMALE","MD","farming-fishing","wife",2015-01-19,"Multi-vehicle Collision","Rear Collision","Minor Damage","WV","Riverwood",18,"3",136,"Honda","Accord",2003,0
"926",277,46,398484,1992-11-07,469220,"FEMALE","Associate","adm-clerical","husband",2015-01-24,"Vehicle Theft","No collision","Minor Damage","VA","Arlington",4,"1",24,"Jeep","Wrangler",2010,0
"927",211,38,752504,1997-05-15,433250,"FEMALE","Masters","transport-moving","own-child",2015-01-27,"Single Vehicle Collision","Front Collision","Total Loss","NY","Columbus",12,"1",731,"BMW","X6",2005,1
"928",156,32,449263,1992-03-20,444413,"MALE","Masters","prof-specialty","unmarried",2015-01-13,"Single Vehicle Collision","Front Collision","Major Damage","NY","Northbrook",15,"1",595,"Dodge","RAM",2008,1
"929",84,30,844007,1995-07-17,433593,"MALE","Associate","priv-house-serv","other-relative",2015-01-15,"Vehicle Theft","No collision","Trivial Damage","VA","Springfield",9,"1",36,"Audi","A5",1998,0
"930",136,32,686522,2000-12-27,458143,"FEMALE","JD","sales","not-in-family",2015-02-04,"Single Vehicle Collision","Side Collision","Major Damage","SC","Arlington",6,"1",331,"Toyota","Camry",2008,1
"931",310,48,670142,1999-08-06,474167,"FEMALE","JD","adm-clerical","unmarried",2015-01-04,"Multi-vehicle Collision","Rear Collision","Major Damage","SC","Springfield",11,"4",391,"Saab","93",1996,1
"932",123,34,607687,2007-03-03,476413,"FEMALE","College","sales","husband",2015-01-14,"Multi-vehicle Collision","Side Collision","Total Loss","PA","Columbus",13,"3",336,"Nissan","Ultima",2000,0
"933",243,44,967713,1997-12-25,600208,"MALE","JD","craft-repair","other-relative",2015-01-27,"Multi-vehicle Collision","Side Collision","Minor Damage","NC","Springfield",4,"3",275,"Honda","Civic",1996,0
"934",36,37,291902,2013-11-06,618926,"FEMALE","Masters","machine-op-inspct","husband",2015-02-12,"Multi-vehicle Collision","Side Collision","Minor Damage","NY","Columbus",20,"3",245,"Dodge","Neon",2008,0
"935",146,31,149839,1990-09-21,606219,"FEMALE","College","armed-forces","own-child",2015-02-03,"Multi-vehicle Collision","Rear Collision","Major Damage","VA","Riverwood",0,"3",293,"Toyota","Highlander",2010,0
"936",154,34,840225,1999-10-05,448436,"FEMALE","JD","priv-house-serv","husband",2015-01-26,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Hillsdale",18,"4",593,"Toyota","Highlander",2005,1
"937",204,40,643226,1992-04-07,447976,"MALE","High School","protective-serv","other-relative",2015-01-09,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Northbrook",6,"1",305,"Honda","CRV",2003,0
"938",458,59,535879,2009-03-05,472236,"FEMALE","High School","protective-serv","wife",2015-02-17,"Single Vehicle Collision","Front Collision","Total Loss","VA","Hillsdale",23,"1",568,"Jeep","Grand Cherokee",1995,0
"939",147,31,746630,1997-02-10,468232,"FEMALE","PhD","prof-specialty","own-child",2015-01-16,"Single Vehicle Collision","Front Collision","Major Damage","NY","Northbrook",4,"1",518,"Toyota","Corolla",2013,1
"940",279,45,598308,1992-01-28,620819,"FEMALE","MD","other-service","unmarried",2015-01-12,"Multi-vehicle Collision","Rear Collision","Major Damage","SC","Arlington",21,"3",417,"Dodge","RAM",2011,1
"941",308,47,720356,2013-09-16,452349,"FEMALE","Associate","craft-repair","own-child",2015-01-03,"Parked Car","No collision","Minor Damage","NY","Springfield",7,"1",58,"Suburu","Impreza",2002,0
"942",284,48,724752,2008-05-16,464646,"FEMALE","PhD","machine-op-inspct","husband",2015-01-22,"Multi-vehicle Collision","Side Collision","Major Damage","NY","Columbus",19,"3",224,"Volkswagen","Passat",1998,0
"943",108,31,148498,2002-01-04,472209,"FEMALE","PhD","other-service","own-child",2015-01-13,"Parked Car","No collision","Minor Damage","SC","Arlington",5,"1",29,"Volkswagen","Passat",1998,0
"944",421,57,110122,2002-04-02,459955,"FEMALE","Associate","armed-forces","own-child",2015-01-31,"Multi-vehicle Collision","Front Collision","Minor Damage","NC","Arlington",22,"3",641,"Audi","A3",2015,0
"945",266,42,281388,1998-07-16,473389,"MALE","Associate","prof-specialty","own-child",2015-02-04,"Single Vehicle Collision","Side Collision","Total Loss","SC","Northbrook",12,"1",554,"Jeep","Grand Cherokee",2005,0
"946",412,56,728600,2002-08-15,616767,"MALE","High School","handlers-cleaners","own-child",2015-01-20,"Multi-vehicle Collision","Front Collision","Total Loss","SC","Springfield",19,"3",514,"Suburu","Forrestor",1997,0
"947",31,32,231548,1999-09-07,442948,"FEMALE","JD","other-service","wife",2015-02-07,"Single Vehicle Collision","Side Collision","Major Damage","WV","Hillsdale",10,"1",456,"Audi","A5",1997,1
"948",465,63,531160,2012-01-12,458936,"FEMALE","Masters","sales","own-child",2015-02-05,"Single Vehicle Collision","Side Collision","Minor Damage","WV","Columbus",7,"1",197,"Suburu","Legacy",2015,0
"949",126,31,889003,1996-08-18,613921,"MALE","Masters","sales","not-in-family",2015-01-02,"Single Vehicle Collision","Front Collision","Total Loss","WV","Hillsdale",17,"1",415,"Suburu","Forrestor",2011,0
"950",407,55,193213,1996-03-11,474598,"FEMALE","PhD","tech-support","wife",2015-02-08,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Arlington",0,"3",516,"Ford","Escape",2010,0
"951",101,27,557218,1997-11-23,440865,"FEMALE","College","transport-moving","unmarried",2015-01-13,"Parked Car","No collision","Minor Damage","SC","Arlington",9,"1",48,"Toyota","Camry",2001,0
"952",187,37,125591,2013-08-08,450947,"FEMALE","Masters","protective-serv","not-in-family",2015-01-16,"Single Vehicle Collision","Side Collision","Total Loss","NC","Riverwood",21,"1",369,"Nissan","Maxima",2000,0
"953",252,46,227244,1996-11-30,473370,"FEMALE","JD","handlers-cleaners","own-child",2015-01-30,"Multi-vehicle Collision","Front Collision","Total Loss","VA","Northbend",22,"3",718,"Audi","A3",2014,0
"954",229,43,791425,1997-06-18,463153,"MALE","High School","protective-serv","not-in-family",2015-02-26,"Vehicle Theft","No collision","Minor Damage","WV","Hillsdale",3,"1",36,"Volkswagen","Jetta",2012,0
"955",246,39,354455,2007-04-19,612546,"FEMALE","JD","craft-repair","other-relative",2015-01-27,"Single Vehicle Collision","Rear Collision","Minor Damage","WV","Northbrook",16,"1",215,"Honda","CRV",2004,0
"956",190,38,601042,2007-09-19,442919,"MALE","JD","craft-repair","unmarried",2015-01-28,"Single Vehicle Collision","Side Collision","Total Loss","NY","Riverwood",14,"1",213,"Nissan","Maxima",2013,0
"957",95,32,433663,1996-12-21,449352,"MALE","Masters","machine-op-inspct","not-in-family",2015-02-23,"Multi-vehicle Collision","Side Collision","Total Loss","SC","Springfield",21,"3",684,"Toyota","Camry",2003,0
"958",205,42,471938,2008-02-03,470104,"FEMALE","High School","priv-house-serv","other-relative",2015-01-18,"Single Vehicle Collision","Rear Collision","Minor Damage","WV","Columbus",19,"1",701,"Chevrolet","Silverado",1995,0
"959",41,25,564654,2003-07-16,459889,"MALE","Masters","priv-house-serv","wife",2015-02-15,"Multi-vehicle Collision","Front Collision","Major Damage","NC","Hillsdale",13,"3",237,"Dodge","RAM",1995,0
"960",137,35,645723,1991-05-05,478868,"FEMALE","High School","protective-serv","husband",2015-02-04,"Vehicle Theft","No collision","Minor Damage","VA","Hillsdale",21,"1",15,"Saab","92x",2008,0
"961",194,34,573572,1991-06-16,463307,"FEMALE","JD","protective-serv","husband",2015-01-12,"Multi-vehicle Collision","Rear Collision","Minor Damage","NY","Northbend",11,"3",361,"Toyota","Camry",2005,0
"962",128,35,437960,2001-04-03,453620,"FEMALE","Associate","adm-clerical","husband",2015-01-02,"Vehicle Theft","No collision","Trivial Damage","VA","Columbus",16,"1",101,"Accura","MDX",2012,0
"963",150,37,649800,2014-03-16,466238,"FEMALE","PhD","transport-moving","unmarried",2015-01-27,"Single Vehicle Collision","Rear Collision","Total Loss","VA","Arlington",9,"1",659,"Chevrolet","Silverado",2013,0
"964",104,30,544225,2010-08-03,607697,"FEMALE","MD","protective-serv","other-relative",2015-02-09,"Vehicle Theft","No collision","Minor Damage","WV","Riverwood",8,"1",40,"BMW","3 Series",2006,0
"965",163,37,390256,2009-11-25,477631,"FEMALE","High School","craft-repair","own-child",2015-02-06,"Vehicle Theft","No collision","Minor Damage","WV","Springfield",7,"1",25,"Volkswagen","Jetta",2008,1
"966",80,26,488597,2001-05-08,443625,"MALE","Masters","handlers-cleaners","other-relative",2015-01-03,"Single Vehicle Collision","Front Collision","Minor Damage","SC","Arlington",12,"1",723,"BMW","3 Series",1995,0
